date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2022-02-09,AD,85,0,,,37074,148,,297098
2022-02-10,AE,1588,5,,495628,864102,2278,,130555625
2022-02-09,AF,898,12,,,169448,7477,,
2022-02-11,AF_BAL,0,2,0,,7971,570,7266,
2022-02-11,AF_BAM,26,0,0,,3320,52,3072,
2022-02-11,AF_BDG,0,0,0,,1953,31,1765,
2022-02-11,AF_BDS,0,0,0,,3739,88,3621,
2022-02-11,AF_BGL,20,0,0,,3932,98,3733,
2020-07-19,AF_DAY,220,2,73,,469,3,101,
2022-02-11,AF_FRA,0,0,0,,2393,164,1670,
2022-02-11,AF_FYB,18,0,0,,2087,144,1802,
2022-02-11,AF_GHA,45,0,0,,4376,152,3828,
2022-02-11,AF_GHO,71,0,0,,3427,60,3064,
2022-02-11,AF_HEL,0,1,10,,3624,151,3371,
2020-07-19,AF_HER,409,30,1794,,5296,160,3751,
2020-07-19,AF_JOW,0,0,105,,196,6,188,
2022-02-11,AF_KAB,22,4,0,,29743,2241,27697,
2022-02-11,AF_KAN,62,0,20,,9444,243,9022,
2022-02-11,AF_KAP,0,0,39,,3354,87,2509,
2022-02-11,AF_KDZ,10,1,1,,4521,207,4206,
2022-02-11,AF_KHO,0,0,0,,1884,253,1572,
2022-02-11,AF_KNR,0,0,0,,2364,104,2304,
2022-02-11,AF_LAG,5,0,0,,2535,186,1901,
2022-02-11,AF_LOG,7,0,9,,2732,95,2371,
2022-02-11,AF_NAN,149,0,80,,13178,505,11139,
2020-07-19,AF_NIM,29,1,10,,374,8,314,
2020-07-19,AF_NUR,1,0,0,,75,0,17,
2020-07-19,AF_PAN,25,1,86,,285,16,208,
2022-02-11,AF_PAR,54,0,0,,3201,46,2755,
2020-07-19,AF_PIA,78,10,410,,1168,34,592,
2022-02-11,AF_PKA,12,0,0,,1440,53,1251,
2022-02-11,AF_SAM,3,0,0,,1362,73,1264,
2020-07-19,AF_SAR,0,0,0,,130,6,124,
2022-02-11,AF_TAK,16,0,0,,5425,231,5011,
2022-02-11,AF_URU,0,0,0,,799,20,467,
2022-02-11,AF_WAR,43,1,17,,4804,213,4021,
2022-02-11,AF_ZAB,0,0,0,,2465,80,2020,
2022-02-09,AG,468,3,,,7321,134,,16700
2022-02-09,AI,22,0,,,2458,9,,
2022-02-09,AL,604,3,,2962,267020,3402,,1576432
2022-02-10,AM,2676,31,,6743,402403,8145,,2811771
2022-02-09,AO,21,1,,13038,98474,1897,,1395635
2022-02-11,AR,3139,11,,3844,8712777,123865,,25687521
2022-02-11,AR_A,25,2,,49,154926,3288,,399725
2022-02-10,AR_A_007,2,0,,5,6652,130,,15104
2022-02-11,AR_A_014,1,0,,1,1404,23,,2902
2022-02-10,AR_A_021,0,0,,2,2892,70,,6552
2022-02-11,AR_A_028,13,0,,11,80635,1447,,202927
2022-02-11,AR_A_035,2,0,,3,5406,98,,12431
2022-02-11,AR_A_042,2,0,,0,2932,67,,6826
2022-02-11,AR_A_049,0,1,,1,4994,179,,13889
2022-02-11,AR_A_056,0,0,,11,10699,305,,36412
2022-02-09,AR_A_070,1,0,,2,786,21,,1728
2022-02-11,AR_A_077,1,0,,1,2357,24,,6161
2022-02-10,AR_A_098,0,0,,3,1535,46,,3507
2022-02-10,AR_A_105,2,0,,2,1129,19,,2372
2022-02-11,AR_A_112,2,0,,1,5842,109,,12267
2022-02-11,AR_A_119,2,0,,3,990,7,,2344
2022-02-11,AR_A_126,1,0,,14,11501,374,,38396
2022-02-11,AR_A_133,0,0,,1,2455,60,,6460
2022-02-11,AR_A_140,0,0,,1,3487,89,,7283
2022-02-11,AR_A_147,1,1,,1,5221,158,,11960
2022-02-10,AR_A_154,1,0,,1,1042,23,,2160
2022-02-09,AR_A_161,0,0,,1,1206,16,,3742
2022-02-11,AR_B,1423,0,,1616,3363553,57517,,8730436
2022-02-10,AR_B_007,3,0,,3,2041,25,,4483
2022-02-10,AR_B_014,5,0,,5,1792,27,,3895
2022-02-11,AR_B_021,1,0,,9,2590,34,,7857
2022-02-11,AR_B_028,43,0,,44,111582,2297,,278017
2022-02-11,AR_B_035,23,0,,22,81352,1518,,238090
2022-02-09,AR_B_042,2,0,,3,4014,54,,11119
2022-02-11,AR_B_049,25,0,,27,14076,254,,36565
2022-02-11,AR_B_056,52,0,,31,61545,873,,115019
2022-02-11,AR_B_063,10,0,,10,14932,231,,25568
2022-02-11,AR_B_070,1,0,,2,5857,122,,12593
2022-02-10,AR_B_077,1,0,,3,6122,90,,11012
2022-02-10,AR_B_084,5,0,,7,2323,42,,5092
2022-02-11,AR_B_091,19,0,,14,67936,1218,,160137
2022-02-11,AR_B_098,4,0,,3,20400,359,,46869
2022-02-11,AR_B_105,1,0,,1,11273,160,,40090
2022-02-11,AR_B_112,5,0,,6,10050,219,,25899
2022-02-11,AR_B_119,6,0,,0,5597,77,,10162
2022-02-11,AR_B_126,14,0,,19,24919,326,,54475
2022-02-11,AR_B_134,1,0,,7,11702,156,,29775
2022-02-10,AR_B_140,7,0,,7,3082,49,,6303
2022-02-11,AR_B_147,0,0,,1,4666,94,,10469
2022-02-11,AR_B_154,1,0,,0,2727,38,,4483
2022-02-11,AR_B_161,0,0,,5,3016,50,,8460
2022-02-11,AR_B_168,1,0,,1,1693,23,,3097
2022-02-11,AR_B_175,1,0,,1,5420,97,,9301
2022-02-11,AR_B_182,5,0,,9,6964,130,,11567
2022-02-11,AR_B_189,8,0,,3,3107,51,,5242
2022-02-10,AR_B_196,0,0,,2,2638,99,,6531
2022-02-11,AR_B_203,4,0,,3,8754,141,,20455
2022-02-11,AR_B_210,0,0,,1,13583,202,,30480
2022-02-11,AR_B_217,2,0,,4,7998,113,,17135
2022-02-11,AR_B_224,13,0,,15,16859,241,,38073
2022-02-10,AR_B_231,5,0,,2,3511,54,,7561
2022-02-11,AR_B_238,1,0,,0,4619,91,,8756
2022-02-11,AR_B_245,18,0,,20,14513,213,,31601
2022-02-11,AR_B_252,18,0,,17,51869,950,,133119
2022-02-11,AR_B_260,35,0,,22,79591,1087,,178236
2022-02-11,AR_B_266,2,0,,1,7501,89,,18316
2022-02-11,AR_B_270,7,0,,20,38690,524,,94760
2022-02-11,AR_B_274,48,0,,12,79875,1236,,187860
2022-02-11,AR_B_277,3,0,,7,2301,25,,5079
2022-02-11,AR_B_280,2,0,,0,6331,125,,13839
2022-02-11,AR_B_287,3,0,,0,1860,29,,4979
2022-02-10,AR_B_294,11,0,,11,3544,51,,5945
2022-02-10,AR_B_301,0,0,,2,3170,40,,5911
2022-02-08,AR_B_308,1,0,,1,446,2,,729
2022-02-11,AR_B_315,2,0,,2,5065,74,,9329
2022-02-10,AR_B_322,10,0,,7,1503,20,,5280
2022-02-11,AR_B_329,0,0,,2,3444,50,,7937
2022-02-10,AR_B_336,5,0,,3,748,4,,1819
2022-02-11,AR_B_343,4,0,,3,2245,25,,4072
2022-02-11,AR_B_351,2,0,,6,2079,61,,6277
2022-02-11,AR_B_357,43,0,,27,151687,2863,,324216
2022-02-11,AR_B_364,7,0,,13,22079,240,,50689
2022-02-11,AR_B_371,26,0,,30,94499,1786,,266698
2022-02-11,AR_B_385,3,0,,2,4880,93,,9711
2022-02-11,AR_B_392,2,0,,0,5502,172,,9443
2022-02-10,AR_B_399,6,0,,6,1978,36,,2811
2022-02-11,AR_B_406,5,0,,9,2455,38,,4900
2022-02-11,AR_B_408,29,0,,28,41415,782,,103289
2022-02-11,AR_B_410,18,0,,15,39701,731,,101790
2022-02-11,AR_B_412,12,0,,38,49683,1002,,131239
2022-02-11,AR_B_413,8,0,,26,25658,504,,56305
2022-02-11,AR_B_420,2,0,,12,17175,267,,43188
2022-02-11,AR_B_427,60,0,,91,277386,5161,,754926
2022-02-11,AR_B_434,40,0,,65,106993,1750,,287553
2022-02-11,AR_B_441,111,0,,83,151695,2594,,377737
2022-02-09,AR_B_448,6,0,,7,2637,28,,5301
2022-02-10,AR_B_455,3,0,,3,3111,82,,6673
2022-02-11,AR_B_462,1,0,,2,4298,117,,7348
2022-02-11,AR_B_469,3,0,,1,10942,151,,21533
2022-02-11,AR_B_476,1,0,,1,5259,69,,10036
2022-02-10,AR_B_483,12,0,,13,5945,106,,11542
2022-02-11,AR_B_490,42,0,,46,120990,1672,,349671
2022-02-11,AR_B_497,15,0,,17,24067,459,,56663
2022-02-11,AR_B_505,2,0,,0,3962,54,,7344
2022-02-11,AR_B_511,2,0,,0,1905,36,,3864
2022-02-11,AR_B_515,17,0,,49,64287,1304,,171564
2022-02-11,AR_B_518,4,0,,3,4805,91,,10757
2022-02-11,AR_B_525,4,0,,1,10961,167,,25087
2022-02-11,AR_B_532,6,0,,5,13413,184,,36012
2022-02-11,AR_B_539,27,0,,38,90616,1872,,219100
2022-02-11,AR_B_547,0,0,,1,4828,69,,9977
2022-02-11,AR_B_553,2,0,,4,1698,14,,4951
2022-02-11,AR_B_560,22,0,,28,91591,1433,,228657
2022-02-11,AR_B_568,35,0,,33,69683,1401,,202050
2022-02-10,AR_B_574,9,0,,6,3355,48,,6456
2022-02-11,AR_B_581,4,0,,1,20318,279,,42056
2022-02-11,AR_B_588,11,0,,15,11152,237,,22087
2022-02-11,AR_B_595,9,0,,6,18502,340,,49840
2022-02-11,AR_B_602,3,0,,2,6027,129,,15118
2022-02-11,AR_B_609,0,0,,2,8749,147,,16565
2022-02-11,AR_B_616,2,0,,2,1410,23,,3483
2022-02-11,AR_B_623,2,0,,3,26504,478,,50006
2022-02-10,AR_B_630,1,0,,1,642,9,,1300
2022-02-11,AR_B_638,44,0,,102,88400,892,,316847
2022-02-11,AR_B_644,9,0,,13,7518,76,,18055
2022-02-11,AR_B_648,5,0,,4,15834,202,,36578
2022-02-10,AR_B_651,10,0,,8,3438,57,,6284
2022-02-11,AR_B_655,0,0,,2,1691,19,,4540
2022-02-11,AR_B_658,53,0,,30,129217,2642,,310291
2022-02-10,AR_B_665,3,0,,5,6377,99,,12189
2022-02-11,AR_B_672,1,0,,1,4073,39,,6963
2022-02-11,AR_B_679,2,0,,2,2521,43,,5513
2022-02-11,AR_B_686,1,0,,1,4676,76,,9296
2022-02-11,AR_B_693,5,0,,5,4162,45,,8657
2022-02-10,AR_B_700,4,0,,3,4144,71,,8401
2022-02-11,AR_B_707,1,0,,1,8742,121,,18364
2022-02-11,AR_B_714,1,0,,1,5980,130,,12559
2022-02-09,AR_B_721,2,0,,3,1367,30,,2018
2022-02-11,AR_B_728,1,0,,0,5314,93,,14133
2022-02-10,AR_B_735,7,0,,7,5287,58,,10953
2022-02-11,AR_B_742,5,0,,5,1655,38,,3650
2022-02-11,AR_B_749,15,0,,10,37209,744,,110848
2022-02-11,AR_B_756,18,0,,23,75924,1143,,296314
2022-02-11,AR_B_760,31,0,,94,68993,1093,,202242
2022-02-11,AR_B_763,3,0,,4,26959,606,,55837
2022-02-11,AR_B_770,7,0,,29,11659,237,,32693
2022-02-11,AR_B_778,5,0,,4,16245,207,,39716
2022-02-11,AR_B_784,14,0,,32,2408,35,,4529
2022-02-11,AR_B_791,11,0,,17,34608,460,,84544
2022-02-11,AR_B_798,52,0,,5,2216,30,,4839
2022-02-11,AR_B_805,20,0,,16,85380,1214,,270799
2022-02-10,AR_B_812,0,0,,1,292,1,,712
2022-02-11,AR_B_819,1,0,,1,2404,41,,4738
2022-02-10,AR_B_826,28,0,,80,14323,196,,40672
2022-02-10,AR_B_833,2,0,,3,10409,219,,21199
2022-02-11,AR_B_840,54,0,,47,84891,1489,,234337
2022-02-10,AR_B_847,5,0,,6,1747,19,,3474
2022-02-11,AR_B_854,3,0,,5,7134,125,,16236
2022-02-11,AR_B_861,51,0,,84,62077,1021,,259286
2022-02-11,AR_B_868,14,0,,3,6825,84,,18420
2022-02-11,AR_B_875,1,0,,0,3114,59,,5702
2022-02-11,AR_B_882,29,0,,23,25269,422,,63949
2022-02-11,AR_C,144,3,,295,967863,12084,,4718342
2022-02-11,AR_C_001,5,0,,9,39060,370,,165898
2022-02-11,AR_C_002,0,0,,4,25360,264,,139059
2022-02-11,AR_C_003,4,1,,15,32689,382,,132457
2022-02-11,AR_C_004,6,0,,11,40942,431,,159891
2022-02-11,AR_C_005,1,0,,7,30983,299,,138440
2022-02-11,AR_C_006,5,0,,11,31681,303,,152760
2022-02-11,AR_C_007,3,0,,10,36368,438,,154006
2022-02-11,AR_C_008,0,0,,2,30170,302,,112360
2022-02-11,AR_C_009,3,0,,4,24242,293,,98347
2022-02-11,AR_C_010,2,0,,4,25871,320,,111103
2022-02-11,AR_C_011,4,0,,8,26011,268,,122864
2022-02-11,AR_C_012,5,0,,13,30412,308,,159630
2022-02-11,AR_C_013,13,0,,22,41879,394,,243010
2022-02-11,AR_C_014,5,0,,18,39840,341,,218858
2022-02-11,AR_C_015,12,1,,11,31675,289,,144410
2022-02-11,AR_D,52,0,,94,132269,1565,,344660
2022-02-11,AR_D_007,4,0,,5,3885,62,,12849
2022-02-11,AR_D_014,0,0,,1,1039,20,,3179
2022-02-11,AR_D_021,0,0,,1,3706,55,,10608
2022-02-11,AR_D_028,1,0,,1,4564,77,,13404
2022-02-11,AR_D_035,6,0,,13,39601,519,,97621
2022-02-10,AR_D_042,3,0,,9,2876,58,,7706
2022-02-11,AR_D_049,7,0,,16,8090,105,,20011
2022-02-11,AR_D_056,34,0,,57,67719,658,,176666
2022-02-07,AR_D_063,1,0,,1,756,8,,2524
2022-02-11,AR_E,111,0,,62,194378,2638,,332013
2022-02-11,AR_E_008,2,0,,4,13213,93,,19740
2022-02-11,AR_E_015,2,0,,1,24312,308,,46151
2022-02-11,AR_E_021,1,0,,0,7040,92,,12939
2022-02-11,AR_E_028,5,0,,2,9139,114,,14250
2022-02-11,AR_E_035,5,0,,3,2374,50,,4331
2022-02-10,AR_E_042,4,0,,5,1305,20,,2370
2022-02-11,AR_E_049,7,0,,5,6868,137,,13790
2022-02-11,AR_E_056,26,0,,7,25607,321,,39503
2022-02-10,AR_E_063,2,0,,3,2136,24,,4459
2022-02-11,AR_E_070,4,0,,1,7158,113,,11804
2022-02-11,AR_E_077,1,0,,2,3997,77,,7332
2022-02-11,AR_E_084,37,0,,9,60721,833,,102600
2022-02-10,AR_E_088,7,0,,5,2595,21,,3301
2022-02-11,AR_E_091,7,0,,1,3918,41,,6555
2022-02-11,AR_E_098,7,0,,23,14132,185,,23973
2022-02-11,AR_E_105,4,0,,1,4732,98,,9909
2022-02-11,AR_E_113,3,0,,3,5062,109,,8644
2022-02-11,AR_F,6,0,,6,47423,1005,,150475
2022-02-10,AR_F_007,1,0,,0,2679,49,,7333
2022-02-11,AR_F_014,2,0,,1,26221,537,,86434
2022-02-11,AR_F_021,1,0,,1,595,11,,1865
2022-02-03,AR_F_028,0,0,,1,1417,29,,4199
2022-02-10,AR_F_035,0,0,,2,2123,57,,6149
2022-02-11,AR_F_042,2,0,,2,6184,180,,17716
2022-02-02,AR_F_049,2,0,,0,911,12,,2888
2022-02-10,AR_F_056,1,0,,1,462,11,,1665
2022-02-10,AR_F_063,0,0,,1,1031,23,,3546
2022-02-09,AR_F_070,1,0,,1,447,9,,1530
2022-02-01,AR_F_077,0,0,,1,240,2,,942
2022-02-04,AR_F_084,1,0,,1,1008,19,,3233
2022-02-09,AR_F_091,1,0,,1,430,7,,1670
2022-02-05,AR_F_098,0,0,,1,381,3,,1351
2022-02-10,AR_F_105,1,0,,1,305,8,,1048
2022-02-11,AR_F_112,0,0,,1,1997,30,,5597
2022-02-03,AR_F_119,1,0,,1,553,1,,1680
2022-02-10,AR_F_126,0,0,,1,401,14,,1482
2022-02-11,AR_G,17,0,,16,123256,1332,,311746
2022-02-10,AR_G_007,3,0,,2,881,15,,1639
2022-02-11,AR_G_014,0,0,,2,913,25,,2529
2022-02-11,AR_G_021,1,0,,0,953,14,,2853
2022-02-11,AR_G_028,1,0,,1,1393,26,,4743
2022-02-11,AR_G_035,2,0,,3,22344,239,,50234
2022-02-08,AR_G_042,0,0,,1,854,12,,2314
2022-02-11,AR_G_049,6,0,,5,64611,503,,153057
2022-02-10,AR_G_056,0,0,,1,1565,41,,4618
2022-02-11,AR_G_063,0,0,,1,4019,45,,10457
2022-02-10,AR_G_070,0,0,,1,1031,17,,3017
2022-02-10,AR_G_077,2,0,,3,2692,33,,7927
2022-02-10,AR_G_084,1,0,,1,642,5,,1837
2022-02-09,AR_G_091,0,0,,1,938,20,,2950
2022-02-09,AR_G_098,2,0,,4,1286,21,,3564
2022-02-10,AR_G_105,0,0,,1,1534,28,,5041
2022-02-08,AR_G_112,0,0,,1,86,0,,168
2022-02-10,AR_G_119,0,0,,1,1920,26,,5130
2022-02-10,AR_G_126,1,0,,1,1128,8,,5608
2022-02-10,AR_G_133,0,0,,2,1392,18,,4419
2022-02-10,AR_G_140,1,0,,1,889,5,,3159
2022-02-11,AR_G_147,4,0,,1,5230,85,,15187
2022-02-11,AR_G_154,1,0,,1,531,4,,1134
2022-02-10,AR_G_161,1,0,,3,3975,90,,12347
2022-02-11,AR_G_168,1,0,,1,581,7,,2221
2022-02-11,AR_G_175,1,0,,1,805,16,,2395
2022-02-09,AR_G_182,4,0,,4,372,13,,910
2022-02-08,AR_G_189,1,0,,3,577,16,,1959
2022-02-11,AR_H,84,4,,103,162916,2576,,580002
2022-02-10,AR_H_007,1,0,,3,2531,45,,8272
2022-02-11,AR_H_014,2,1,,1,3392,44,,17681
2022-02-11,AR_H_021,0,1,,2,13897,210,,50539
2022-02-11,AR_H_028,0,0,,1,3030,80,,7729
2022-02-10,AR_H_036,1,0,,1,2419,52,,7206
2022-02-10,AR_H_039,1,0,,1,1256,24,,3263
2022-02-09,AR_H_043,2,0,,3,1117,29,,3138
2022-02-10,AR_H_049,0,0,,1,818,25,,2233
2022-02-11,AR_H_056,1,0,,1,1965,26,,6516
2022-02-11,AR_H_063,2,1,,6,6368,52,,21286
2022-02-10,AR_H_070,5,0,,6,1478,36,,5152
2022-02-11,AR_H_077,1,0,,1,2388,29,,8532
2022-02-11,AR_H_084,7,0,,10,4502,95,,17121
2022-02-11,AR_H_091,0,0,,1,2408,36,,7451
2022-02-11,AR_H_098,1,0,,3,7990,160,,23597
2022-02-10,AR_H_105,0,0,,2,3547,52,,8675
2022-02-10,AR_H_112,1,0,,2,2364,40,,6789
2022-02-11,AR_H_119,0,0,,1,1074,22,,2367
2022-02-10,AR_H_126,6,0,,10,1880,32,,7410
2022-02-11,AR_H_133,6,0,,10,3081,50,,11042
2022-02-11,AR_H_140,61,1,,63,90160,1335,,334581
2022-02-10,AR_H_147,0,0,,1,935,24,,3984
2022-02-11,AR_H_154,1,0,,1,1359,24,,4462
2022-02-11,AR_H_161,1,0,,1,460,6,,1258
2022-02-11,AR_H_168,1,0,,1,2379,48,,9066
2022-02-11,AR_J,24,0,,23,143290,1217,,408287
2022-02-11,AR_J_007,1,0,,1,4914,35,,12862
2022-02-08,AR_J_014,2,0,,2,1562,12,,4051
2022-02-10,AR_J_021,1,0,,3,1263,11,,3992
2022-02-11,AR_J_028,11,0,,11,25094,218,,82354
2022-02-11,AR_J_035,2,0,,1,5482,81,,13151
2022-02-11,AR_J_042,0,0,,1,18127,136,,49998
2022-02-11,AR_J_049,1,0,,1,1995,9,,6453
2022-02-11,AR_J_056,1,0,,0,4097,55,,9897
2022-02-09,AR_J_063,2,1,,2,1630,12,,4285
2022-02-10,AR_J_070,19,0,,19,10499,82,,27242
2022-02-11,AR_J_077,2,0,,2,25917,223,,70895
2022-02-11,AR_J_084,2,0,,2,20310,147,,62008
2022-02-10,AR_J_091,1,0,,1,1882,7,,4384
2022-02-11,AR_J_098,4,0,,4,11648,92,,35377
2022-02-10,AR_J_105,5,0,,5,3025,32,,7285
2022-02-10,AR_J_112,3,0,,3,996,4,,2309
2022-02-10,AR_J_119,4,0,,5,1492,23,,3936
2022-02-10,AR_J_126,4,0,,5,2072,30,,4769
2022-02-10,AR_J_133,4,0,,4,941,7,,2400
2022-02-11,AR_K,32,0,,36,83985,651,,248691
2022-02-11,AR_K_007,1,0,,1,1164,7,,3530
2022-02-10,AR_K_014,1,0,,1,261,4,,813
2022-02-11,AR_K_021,7,0,,7,3779,51,,13681
2022-02-09,AR_K_028,1,0,,1,381,4,,1756
2022-02-10,AR_K_035,3,0,,7,2362,36,,10194
2022-02-11,AR_K_042,1,0,,1,3247,34,,9150
2022-02-11,AR_K_049,17,0,,20,45648,325,,133523
2022-02-10,AR_K_056,1,0,,1,360,4,,913
2022-02-10,AR_K_063,1,0,,4,3399,17,,10364
2022-02-11,AR_K_070,0,0,,1,4051,34,,8197
2022-02-09,AR_K_077,4,0,,5,567,6,,1982
2022-02-11,AR_K_084,1,0,,1,2360,9,,7821
2022-02-10,AR_K_091,4,0,,10,5477,33,,13083
2022-02-10,AR_K_098,1,0,,2,1278,21,,4938
2022-02-11,AR_K_105,1,0,,1,999,24,,3712
2022-02-11,AR_K_112,4,0,,4,8502,41,,24560
2022-02-11,AR_L,56,0,,58,102032,1118,,312972
2022-02-11,AR_L_007,2,0,,2,2984,41,,7016
2022-02-10,AR_L_014,2,0,,3,724,11,,1769
2022-02-11,AR_L_021,29,0,,31,38049,301,,119325
2022-02-10,AR_L_028,4,0,,6,2476,16,,6981
2022-02-10,AR_L_035,10,0,,11,4430,65,,13140
2022-02-04,AR_L_042,0,0,,1,137,1,,413
2022-02-10,AR_L_049,1,0,,1,632,11,,1499
2022-02-10,AR_L_056,2,0,,4,2177,62,,7138
2022-02-11,AR_L_070,8,0,,8,2094,33,,5600
2022-02-11,AR_L_077,1,0,,1,1695,29,,5413
2022-02-11,AR_L_098,1,0,,1,2670,34,,7836
2022-02-11,AR_L_105,3,0,,3,20191,231,,63889
2022-02-10,AR_L_112,0,0,,3,2845,51,,6126
2022-02-11,AR_L_119,1,0,,1,2032,26,,6718
2022-02-11,AR_L_126,1,0,,1,2834,29,,8064
2022-02-11,AR_L_133,2,0,,2,4895,61,,17332
2022-02-11,AR_L_140,3,0,,3,5380,33,,15805
2022-02-11,AR_L_147,2,0,,2,1666,21,,4967
2022-02-11,AR_L_154,2,0,,2,3758,56,,13066
2022-02-11,AR_M,97,0,,109,262604,4831,,705541
2022-02-11,AR_M_007,4,0,,9,19513,341,,60639
2022-02-11,AR_M_014,8,0,,4,8758,195,,19849
2022-02-11,AR_M_021,5,0,,10,30318,548,,86608
2022-02-11,AR_M_028,11,0,,12,39065,829,,107018
2022-02-11,AR_M_035,4,0,,3,5172,89,,12777
2022-02-10,AR_M_042,3,0,,1,1300,21,,3324
2022-02-11,AR_M_049,21,0,,7,30076,454,,84523
2022-02-11,AR_M_056,0,0,,2,3849,93,,10938
2022-02-11,AR_M_063,6,0,,5,22052,235,,59324
2022-02-11,AR_M_070,7,0,,14,27512,424,,72102
2022-02-11,AR_M_077,5,0,,0,3646,54,,7000
2022-02-11,AR_M_084,11,0,,15,7307,127,,19423
2022-02-11,AR_M_091,2,0,,1,4558,92,,11914
2022-02-11,AR_M_098,5,0,,21,12763,257,,33982
2022-02-11,AR_M_105,6,0,,5,28124,762,,73702
2022-02-10,AR_M_112,6,0,,1,2148,27,,5088
2022-02-11,AR_M_119,2,0,,1,10297,174,,20703
2022-02-10,AR_M_126,8,0,,2,5369,95,,13931
2022-02-11,AR_N,64,0,,237,51875,876,,139908
2022-02-11,AR_N_007,4,0,,10,1931,30,,4789
2022-02-11,AR_N_014,2,0,,3,1375,35,,3074
2022-02-11,AR_N_021,2,0,,8,1119,14,,3145
2022-02-11,AR_N_028,38,0,,161,22437,292,,65597
2022-02-10,AR_N_035,6,0,,6,262,3,,690
2022-02-11,AR_N_042,3,0,,6,5795,102,,13280
2022-02-11,AR_N_049,1,0,,2,1038,19,,2470
2022-02-11,AR_N_056,4,0,,8,2252,49,,3958
2022-02-11,AR_N_063,0,0,,3,3187,88,,12040
2022-02-11,AR_N_070,0,0,,4,1619,15,,3849
2022-02-11,AR_N_077,1,0,,3,1632,25,,4378
2022-02-11,AR_N_084,2,0,,7,2053,23,,4436
2022-02-11,AR_N_091,3,0,,15,4071,105,,9740
2022-02-11,AR_N_098,1,0,,2,1584,34,,4619
2022-02-11,AR_N_105,2,0,,3,366,10,,1208
2022-02-11,AR_N_112,1,0,,2,668,21,,1324
2022-02-10,AR_N_119,8,0,,8,452,11,,1094
2022-02-11,AR_P,57,0,,346,107191,1257,,717286
2022-02-11,AR_P_007,3,0,,14,1856,35,,10032
2022-02-11,AR_P_014,31,0,,216,59700,634,,379550
2022-02-11,AR_P_021,1,0,,10,3971,26,,35228
2022-02-11,AR_P_028,0,0,,17,1596,37,,16441
2022-02-11,AR_P_035,4,0,,23,12640,142,,83973
2022-02-11,AR_P_042,0,0,,2,3217,29,,11637
2022-02-11,AR_P_049,0,0,,22,11939,223,,95247
2022-02-11,AR_P_056,17,0,,23,10792,107,,76327
2022-02-11,AR_P_063,1,0,,19,1362,23,,8158
2022-02-11,AR_Q,34,0,,18,164758,2445,,285115
2022-02-10,AR_Q_007,5,0,,4,2456,34,,4168
2022-02-11,AR_Q_014,0,0,,2,3095,49,,5608
2022-02-09,AR_Q_021,1,0,,0,345,3,,438
2022-02-09,AR_Q_028,1,1,,2,1193,23,,1797
2022-02-11,AR_Q_035,25,0,,11,109072,1658,,190514
2022-02-11,AR_Q_042,1,0,,0,4470,29,,6630
2022-02-10,AR_Q_049,9,0,,10,4176,51,,7180
2022-02-11,AR_Q_056,2,0,,0,11122,105,,23121
2022-02-10,AR_Q_063,1,0,,0,1337,30,,2178
2022-02-10,AR_Q_070,9,0,,7,5243,53,,8663
2022-02-11,AR_Q_077,1,0,,0,2704,15,,3697
2022-02-10,AR_Q_084,4,0,,3,1289,10,,1599
2022-02-11,AR_Q_091,2,0,,0,6002,88,,9527
2022-02-10,AR_Q_098,0,0,,1,885,22,,1576
2022-02-10,AR_Q_105,1,0,,2,2131,47,,3025
2022-02-11,AR_Q_112,3,0,,5,9072,227,,15009
2022-02-11,AR_R,56,1,,27,141894,2550,,310312
2022-02-11,AR_R_007,5,0,,3,13107,224,,34168
2022-02-11,AR_R_014,3,0,,3,7738,135,,14589
2022-02-11,AR_R_021,9,0,,7,39911,554,,95061
2022-02-10,AR_R_028,2,0,,1,1104,33,,2325
2022-02-09,AR_R_035,2,1,,2,603,8,,853
2022-02-11,AR_R_042,33,1,,12,62499,1263,,129020
2022-02-09,AR_R_049,2,0,,3,509,3,,952
2022-02-11,AR_R_063,2,0,,0,3169,34,,7035
2022-02-10,AR_R_070,0,0,,1,1972,46,,3903
2022-02-11,AR_R_077,2,0,,2,7089,133,,15015
2022-02-09,AR_R_084,1,0,,1,751,21,,871
2022-02-11,AR_R_091,2,0,,0,3213,90,,6060
2022-02-11,AR_S,561,0,,245,716245,9076,,1590558
2022-02-10,AR_S_007,11,0,,18,7203,53,,17168
2022-02-11,AR_S_014,39,0,,38,16188,260,,30958
2022-02-11,AR_S_021,15,0,,1,42283,531,,90599
2022-02-11,AR_S_028,17,0,,16,18397,197,,35917
2022-02-11,AR_S_035,1,0,,1,3174,33,,7143
2022-02-11,AR_S_042,4,0,,3,36630,549,,77595
2022-02-11,AR_S_049,17,0,,15,24844,371,,54630
2022-02-11,AR_S_056,0,0,,2,11986,60,,22731
2022-02-11,AR_S_063,86,0,,23,121412,1254,,268104
2022-02-11,AR_S_070,9,0,,7,24861,291,,47662
2022-02-11,AR_S_077,2,0,,0,5891,92,,14492
2022-02-11,AR_S_084,335,0,,119,311840,4417,,731920
2022-02-11,AR_S_091,9,0,,8,13519,187,,29156
2022-02-11,AR_S_098,1,0,,1,3197,48,,7326
2022-02-11,AR_S_105,7,0,,2,14721,181,,28229
